Original_Category,Encoded_Value
QVAPZNB3,11519
QVAPZNM3,11520
QVAPZNN3,11521
QVAUENB3,11522
QVAUZNB3,11523
QVAUZNM3,11524
QVAUZNN3,11525
QVAUZNN5,11526
QVAUZON3,11527
QVAWKNB1,11528
QVAWKNM1,11529
QVAWKNN1,11530
QVAWKNN3,11531
QVAWKON3,11532
QVAWKRU1,11533
QVAWZNM3,11534
QVAWZNN1,11535
QVAWZNN3,11536
QVAWZON3,11537
QVAWZSN1,11538
QVAWZSN3,11539
QVAZKNB3,11540
QVAZKNN3,11541
QVAZUNB3,11542
QVAZUNM3,11543
QVAZUNN3,11544
QVAZVNM3,11545
QVAZZNB3,11546
QVAZZNB5,11547
QVAZZNM1,11548
QVAZZNM3,11549
QVAZZNN1,11550
QVAZZNN3,11551
QVAZZOB3,11552
QVAZZOM3,11553
QVAZZON3,11554
QVAZZRU3,11555
QVBGZNB1,11556
QVBGZNB3,11557
QVBGZNI3,11558
QVBGZNM3,11559
QVBGZNN1,11560
QVBGZNN3,11561
QVBHISN3,11562
QVBHITN3,11563
QVBHUON3,11564
QVBHZNB3,11565
QVBHZNB5,11566
QVBHZNI3,11567
QVBHZNM3,11568
QVBHZNM5,11569
QVBHZNN1,11570
QVBHZNN3,11571
QVBHZNN5,11572
QVBHZON3,11573
QVBHZSB5,11574
QVBHZSM5,11575
QVBHZSN5,11576
QVBHZTN3,11577
QVBIKRG3,11578
QVBIKRV3,11579
QVBIKSB3,11580
QVBIKSM3,11581
QVBIKSN3,11582
QVBIKTB3,11583
QVBIKTI3,11584
QVBIKTM3,11585
QVBIKTN3,11586
QVBIXSB3,11587
QVBIXSM3,11588
QVBIZNB3,11589
QVBIZNN3,11590
QVBIZSB3,11591
QVBIZSM3,11592
QVBIZSN1,11593
QVBIZSN3,11594
QVBJKNN3,11595
QVBJXNB3,11596
QVBJXSB3,11597
QVBJXSI3,11598
QVBJXSM3,11599
QVBJXSN3,11600
QVBJZNB3,11601
QVBJZNI3,11602
QVBJZNM3,11603
QVBJZNN1,11604
QVBJZNN3,11605
QVBJZON3,11606
QVBKUNN3,11607
QVBKVNN3,11608
QVBKZNI5,11609
QVBLGNM3,11610
QVBLKNB3,11611
QVBLKNM3,11612
QVBLKNN3,11613
QVBLKOB3,11614
QVBLKON3,11615
QVBLKRU3,11616
QVBLZNB3,11617
QVBLZNM3,11618
QVBLZNN3,11619
QVBLZOB3,11620
QVBLZOM3,11621
QVBLZON3,11622
QVBPFNM3,11623
QVBPXNM3,11624
QVBUKNB3,11625
QVBUKNN3,11626
QVBUKOB3,11627
QVBUKOM3,11628
QVBUKON3,11629
QVBUZNB3,11630
QVBUZNM3,11631
QVBUZNN1,11632
QVBUZNN3,11633
QVBUZOB3,11634
QVBUZOM3,11635
QVBUZON1,11636
QVBUZON3,11637
QVBWKNB1,11638
QVBWKNM1,11639
QVBWKNN1,11640
QVBWKNN3,11641
QVBWKSB3,11642
QVBWUNB1,11643
QVBWUNB3,11644
QVBWUNI1,11645
QVBWUNM1,11646
QVBWUNM3,11647
QVBWUNN1,11648
QVBWUNN3,11649
QVBWUSB1,11650
QVBWUSB3,11651
QVBWUSM3,11652
QVBWYNB1,11653
QVBWYSB1,11654
QVBWZNB1,11655
QVBWZNM1,11656
QVBWZNN1,11657
QVBWZSB1,11658
QVBWZSB3,11659
QVBWZSM1,11660
QVBWZSM3,11661
QVBWZSN1,11662
QVBWZSN3,11663
QVBZZNB3,11664
QVBZZNB5,11665
QVBZZNI3,11666
QVBZZNM3,11667
QVBZZNN3,11668
QVBZZON3,11669
QVBZZRU3,11670
QVFHZNB1,11671
QVFHZNB3,11672
QVFHZNM3,11673
QVFHZNN1,11674
QVFHZNN3,11675
QVFHZSB3,11676
QVFLUOM3,11677
QVFPZNN1,11678
QVFUZNM3,11679
QVFZZNB3,11680
QVFZZNM3,11681
QVFZZNM5,11682
R0,11683
R0AHZNN1,11684
R0AHZNN3,11685
R0AIKSN3,11686
R0AIZNN1,11687
R0AIZSN1,11688
R0AIZSN3,11689
R0AJUNN1,11690
R0AJUSN3,11691
R0AJZNN1,11692
R0AJZNN3,11693
R0AJZSN1,11694
R0AJZSN3,11695
R0AKZNN1,11696
R0AMZ1E1,11697
R0ATZNJC,11698
R0AZZNN1,11699
R0AZZNN3,11700
R0CXNR,11701
R0DACAY,11702
R0FHZNN1,11703
R0XSNR,11704
R14EXNR,11705
R14XSNR,11706
R3AHZNN1,11707
R3AHZNN3,11708
R3AHZRU3,11709
R3AHZSN3,11710
R3AIZNN1,11711
R3AIZNN3,11712
R3AJUSN3,11713
R3AJXSN3,11714
R3AJZNN1,11715
R3AJZNN3,11716
R3AJZSN1,11717
R3AJZSN3,11718
R3AKZNN1,11719
R3AZZNN1,11720
R3AZZNN3,11721
R3BJZSN1,11722
R3CXNR,11723
R3EXNR,11724
R3XSNR,11725
R7AHZNN1,11726
R7AHZNN3,11727
R7AHZSN1,11728
R7AIZNN1,11729
R7AIZNN3,11730
R7AIZSN1,11731
R7AIZSN3,11732
R7AJKNN3,11733
R7AJKSN3,11734
R7AJUSN1,11735
R7AJUSN3,11736
R7AJZNN1,11737
R7AJZNN3,11738
R7AJZSN3,11739
R7AKZNN1,11740
R7AKZNN3,11741
R7APZNN1,11742
R7ATZNJC,11743
R7AUKON3,11744
R7AUZNN3,11745
R7AUZON3,11746
R7AZZNN1,11747
R7AZZNN3,11748
R7BHZNN3,11749
R7BIZSN1,11750
R7BUZNN3,11751
R7BZZNN1,11752
R7BZZNN3,11753
R7CXNR,11754
R7EXNR,11755
R7FHZNN1,11756
R7XSNR,11757
R8AIZNN1,11758
R8AZZNN1,11759
RA14NR,11760
RA14SP,11761
RA21NR,11762
RA3NR,11763
RA3O1,11764
RA7C4,11765
RA7NR,11766
RC0ABEL1,11767
RC0AUEL1,11768
RC0AUEY5,11769
RC0GLE,11770
RC0GNE,11771
RC0GPE,11772
RC0QBEL1,11773
RC0QUEL1,11774
RC2GNE,11775
RC2GPE,11776
RC3ABEL1,11777
RC3AUEL1,11778
RC3AUEY5,11779
RC3EL1,11780
RC3GLE,11781
RC3GNE,11782
RC3GPE,11783
RC3QBEL1,11784
RC3QUEL1,11785
RC4GNE,11786
RC4GPE,11787
RC7AUEL1,11788
RC7AUEY5,11789
RC7GLE,11790
RC7GNE,11791
RC7GPE,11792
RC7QBEL1,11793
REXNR,11794
RH0ABEL1,11795
RH0ANE,11796
RH0ANEE,11797
RH0AUEL1,11798
RH0AUEY5,11799
RH0BEN,11800
RH0EL1,11801
RH0FEN,11802
RH0LNE,11803
RH0NNE,11804
RH0PNE,11805
RH0QBEL1,11806
RH0QUEL1,11807
RH2ANE,11808
RH2PNE,11809
RH2QBEL1,11810
RH3ABEL1,11811
RH3ANE,11812
RH3AUEL1,11813
RH3LNE,11814
RH3NNE,11815
RH3PNE,11816
RH3QBEL1,11817
RH4ANE,11818
RH4LNE,11819
RH7ANE,11820
RH7AUEL1,11821
RH7LNE,11822
RI0ABEL1,11823
RI0AUEL1,11824
RI0AUEY5,11825
RI0FEN,11826
RI0QBEL1,11827
RI0QUEL1,11828
RI3ABEL1,11829
RI3AUEL1,11830
RI3AUEY5,11831
RI3QBEL1,11832
RI4QBSY5,11833
RI7AUEL1,11834
RI7AUEY5,11835
RL0AUEL1,11836
RL0AUEY5,11837
RL0QBEL1,11838
RNR,11839
RREFY5,11840
RUAHZNN1,11841
RUAHZNN3,11842
RUAIISN3,11843
RUAIKSN1,11844
RUAIKSN3,11845
RUAIXSN1,11846
RUAIXSN3,11847
RUAIZNN1,11848
RUAIZNN3,11849
RUAIZSN1,11850
RUAIZSN3,11851
RUAJZNN1,11852
RUAJZNN3,11853
RUAKUNN1,11854
RUAKZNN1,11855
RUAKZNN3,11856
RUATZNJC,11857
RUAUKON3,11858
RUAUZNN3,11859
RUAUZON3,11860
RUAWZNN1,11861
RUAZUNN1,11862
RUAZZNN1,11863
RUAZZNN3,11864
RUBUZNN3,11865
RUFHZNN1,11866
RUFHZNN3,11867
RVAHISN1,11868
RVAHISN3,11869
RVAHZNM1,11870
RVAHZNN1,11871
RVAHZNN3,11872
RVAHZSN1,11873
RVAHZSN3,11874
RVAIKSN1,11875
RVAIKSN3,11876
RVAIXSN1,11877
RVAIXSN3,11878
RVAIZNN1,11879
RVAIZNN3,11880
RVAIZSN1,11881
RVAIZSN3,11882
RVAJXSN3,11883
RVAJZNN1,11884
RVAJZNN3,11885
RVAKZNN3,11886
RVAPZNN1,11887
RVATZNJC,11888
RVAUZNN3,11889
RVAUZON3,11890
RVAWZNN1,11891
RVAZZNN1,11892
RVAZZNN3,11893
RVBHZNN3,11894
RVBIZSN1,11895
S00DXS2,11896
S00EXS2,11897
S00GXS5,11898
S00IXS2,11899
S00JXS2,11900
S00NXS2,11901
S00OXS2,11902
S00PSS4,11903
S00PSS5,11904
S00PXP4,11905
S00PXP5,11906
S00PXP6,11907
S00PXS2,11908
S00PXS4,11909
S00PXS6,11910
S00QXS2,11911
S00RXS2,11912
S00SXS2,11913
S00SXS4,11914
S00VSS4,11915
S00VXP4,11916
S00VXP5,11917
S00XXS2,11918
S00YXS2,11919
S00YXS4,11920
S00ZXS2,11921
S00ZXS4,11922
S03DXS2,11923
S03EXS2,11924
S03GXS2,11925
S03IXS2,11926
S03JXS2,11927
S03NXS2,11928
S03OSS4,11929
S03OXS2,11930
S03OXS5,11931
S03PSS4,11932
S03PSS5,11933
S03PXP4,11934
S03PXP5,11935
S03PXP6,11936
S03PXS2,11937
S03PXS4,11938
S03PXS5,11939
S03PXS6,11940
S03QXS2,11941
S03RXS2,11942
S03SXS2,11943
S03SXS4,11944
S03VSS4,11945
S03VSS5,11946
S03XXS2,11947
S03YSS4,11948
S03YXS2,11949
S03YXS4,11950
S03ZXS2,11951
S07DXS2,11952
S07EXS2,11953
S07GSS4,11954
S07GXP4,11955
S07GXP5,11956
S07GXS2,11957
S07GXS4,11958
S07IXS2,11959
S07JSS5,11960
S07JXS2,11961
S07NXS2,11962
S07OSS4,11963
S07OXP6,11964
S07OXS2,11965
S07OXS5,11966
S07PSS4,11967
S07PSS5,11968
S07PXP5,11969
S07PXP6,11970
S07PXS2,11971
S07PXS4,11972
S07PXS5,11973
S07PXS6,11974
S07QXS2,11975
S07RXS2,11976
S07SXS2,11977
S07TSS4,11978
S07USS5,11979
S07VSS4,11980
S07VXP4,11981
S07VXP5,11982
S07VXP6,11983
S07VXS5,11984
S07XXS2,11985
S07YXS2,11986
S07ZXP6,11987
S07ZXS2,11988
S0AGZNB1,11989
S0AGZNI1,11990
S0AGZNM1,11991
S0AGZNN1,11992
S0AGZRU1,11993
S0AHZNB1,11994
S0AHZNB3,11995
S0AHZNI1,11996
S0AHZNM1,11997
S0AHZNM3,11998
S0AHZNN1,11999
S0AHZNN3,12000
S0AHZNT1,12001
S0AHZRU1,12002
S0AHZSB1,12003
S0AHZSM1,12004
S0AHZSM3,12005
S0AHZSN1,12006
S0AHZSN3,12007
S0AIKSN3,12008
S0AIZNB1,12009
S0AIZNB3,12010
S0AIZNI1,12011
S0AIZNM1,12012
S0AIZNM3,12013
S0AIZNN1,12014
S0AIZNN3,12015
S0AIZON1,12016
S0AIZRU1,12017
S0AIZSB1,12018
S0AIZSB3,12019
S0AIZSM1,12020
S0AIZSM3,12021
S0AIZSN1,12022
S0AIZSN3,12023
S0AIZTN1,12024
S0AJUNN1,12025
S0AJUSB1,12026
S0AJUSN1,12027
S0AJUSN3,12028
S0AJZNB1,12029
S0AJZNB3,12030
S0AJZNI1,12031
S0AJZNI3,12032
S0AJZNM1,12033
S0AJZNM3,12034
S0AJZNN1,12035
S0AJZNN3,12036
S0AJZRI1,12037
S0AJZRV1,12038
S0AJZSB1,12039
S0AJZSB3,12040
S0AJZSI1,12041
S0AJZSI3,12042
S0AJZSM1,12043
S0AJZSM3,12044
S0AJZSN1,12045
S0AJZSN3,12046
S0AKZNB1,12047
S0AKZNB3,12048
S0AKZNI1,12049
S0AKZNM1,12050
S0AKZNM3,12051
S0AKZNN1,12052
S0AKZNN3,12053
S0AKZSN3,12054
S0AWZNN1,12055
S0AWZSM1,12056
S0AZZNB1,12057
S0AZZNB3,12058
S0AZZNI1,12059
S0AZZNM1,12060
S0AZZNM3,12061
S0AZZNN1,12062
S0AZZNN3,12063
S0BHZNM3,12064
S0BIZSN1,12065
S0BWKNN1,12066
S0BZZNN1,12067
S0DACAA,12068
S0DACAB,12069
S0DACAY,12070
S0DJZSN3,12071
S0FHZNM1,12072
S0FHZNN1,12073
S0FJZSN3,12074
S0FWZNN1,12075
S14DXS2,12076
S14EXS2,12077
S14GSS4,12078
S14GXP5,12079
S14GXS2,12080
S14GXS4,12081
S14GXS5,12082
S14IXS2,12083
S14JXS2,12084
S14NXS2,12085
S14OSS4,12086
S14OXP6,12087
S14OXS2,12088
S14OXS5,12089
S14PSS4,12090
S14PSS5,12091
S14PXP5,12092
S14PXP6,12093
S14PXS2,12094
S14PXS5,12095
S14PXS6,12096
S14QXS2,12097
S14RXS2,12098
S14SXS2,12099
S14VSS5,12100
S14VXP4,12101
S14VXP5,12102
S14VXP6,12103
S14VXS5,12104
S14VXS6,12105
S14XXS2,12106
S14YXS2,12107
S14YXS4,12108
S14ZSS4,12109
S14ZXS2,12110
S14ZXS6,12111
S21DXS2,12112
S21EXS2,12113
S21GSS4,12114
S21GXS2,12115
S21GXS5,12116
S21IXS2,12117
S21JSS4,12118
S21JXS2,12119
S21KSS4,12120
S21NXS2,12121
S21OSS4,12122
S21OXP6,12123
S21OXS2,12124
S21OXS5,12125
S21PSS4,12126
S21PSS5,12127
S21PXP6,12128
S21PXS2,12129
S21PXS5,12130
S21PXS6,12131
S21QXS2,12132
S21RXS2,12133
S21SXS2,12134
S21TSS4,12135
S21VSS4,12136
S21VXP6,12137
S21VXS5,12138
S21VXS6,12139
S21XXS2,12140
S21YXS2,12141
S21ZXP5,12142
S21ZXP6,12143
S21ZXS2,12144
S21ZXS5,12145
S21ZXS6,12146
S3AGZNB1,12147
S3AGZNI1,12148
S3AGZNM1,12149
S3AGZNN1,12150
S3AGZRU1,12151
S3AHZNB1,12152
S3AHZNB3,12153
S3AHZNI1,12154
S3AHZNM1,12155
S3AHZNM3,12156
S3AHZNN1,12157
S3AHZNN3,12158
S3AHZRU1,12159
S3AHZRU3,12160
S3AHZSB1,12161
S3AHZSB3,12162
S3AHZSM3,12163
S3AHZSN1,12164
S3AHZSN3,12165
S3AIWNN1,12166
S3AIZNB3,12167
S3AIZNI1,12168
S3AIZNI3,12169
S3AIZNM3,12170
S3AIZNN1,12171
S3AIZNN3,12172
S3AIZON1,12173
S3AIZON3,12174
S3AIZSB1,12175
S3AIZSN1,12176
S3AIZSN3,12177
S3AJKSB1,12178
S3AJKSB3,12179
S3AJUNN3,12180
S3AJUSB1,12181
S3AJUSB3,12182
S3AJUSN1,12183
S3AJUSN3,12184
S3AJXSB1,12185
S3AJXSB3,12186
S3AJXSN1,12187
S3AJXSN3,12188
S3AJZNB1,12189
S3AJZNB3,12190
S3AJZNI3,12191
S3AJZNM1,12192
S3AJZNM3,12193
S3AJZNN1,12194
S3AJZNN3,12195
S3AJZRU3,12196
S3AJZRV3,12197
S3AJZSB1,12198
S3AJZSB3,12199
S3AJZSI3,12200
S3AJZSM3,12201
S3AJZSN1,12202
S3AJZSN3,12203
S3AKVNN3,12204
S3AKZNB1,12205
S3AKZNB3,12206
S3AKZNI1,12207
S3AKZNM1,12208
S3AKZNM3,12209
S3AKZNN1,12210
S3AKZNN3,12211
S3AKZRU3,12212
S3AWZNN1,12213
S3AWZNN3,12214
S3AZZNB1,12215
S3AZZNB3,12216
S3AZZNI1,12217
S3AZZNM1,12218
S3AZZNM3,12219
S3AZZNN1,12220
S3AZZNN3,12221
S3AZZRU3,12222
S3BHZNM3,12223
S3BHZNN1,12224
S3BHZNN3,12225
S3BJZSN3,12226
S3DACAB,12227
S3DACAT,12228
S3DACAY,12229
S4DACAY,12230
S7AGZNB1,12231
S7AGZNI1,12232
S7AGZNM1,12233
S7AGZNN1,12234
S7AGZRU1,12235
S7AHKNN3,12236
S7AHZNB1,12237
S7AHZNB3,12238
S7AHZNI1,12239
S7AHZNI3,12240
S7AHZNM1,12241
S7AHZNM3,12242
S7AHZNN1,12243
S7AHZNN3,12244
S7AHZNT3,12245
S7AHZRU1,12246
S7AHZRU3,12247
S7AHZSB1,12248
S7AHZSB3,12249
S7AHZSM1,12250
S7AHZSM3,12251
S7AHZSN1,12252
S7AHZSN3,12253
S7AIWNN1,12254
S7AIZNB1,12255
S7AIZNB3,12256
S7AIZNI1,12257
S7AIZNI3,12258
S7AIZNM1,12259
S7AIZNM3,12260
S7AIZNN1,12261
S7AIZNN3,12262
S7AIZOB1,12263
S7AIZOM1,12264
S7AIZON1,12265
S7AIZON3,12266
S7AIZRV1,12267
S7AIZSB1,12268
S7AIZSB3,12269
S7AIZSI1,12270
S7AIZSI3,12271
S7AIZSM3,12272
S7AIZSN1,12273
S7AIZSN3,12274
S7AIZTB3,12275
S7AIZTM3,12276
S7AIZTN1,12277
S7AJKNB3,12278
S7AJKNM3,12279
S7AJKNN3,12280
S7AJKSB3,12281
S7AJKSN3,12282
S7AJUSB1,12283
S7AJUSB3,12284
S7AJUSM1,12285
S7AJUSM3,12286
S7AJUSN1,12287
S7AJUSN3,12288
S7AJVSN3,12289
S7AJZNB1,12290
S7AJZNB3,12291
S7AJZNI1,12292
S7AJZNI3,12293
S7AJZNM1,12294
S7AJZNM3,12295
S7AJZNN1,12296
S7AJZNN3,12297
S7AJZNT1,12298
S7AJZON1,12299
S7AJZRK1,12300
S7AJZSB3,12301
S7AJZSN1,12302
S7AJZSN3,12303
S7AKKNN3,12304
S7AKVNB1,12305
S7AKVNB3,12306
S7AKVNM1,12307
S7AKVNM3,12308
S7AKVNN3,12309
S7AKZNB1,12310
S7AKZNB3,12311
S7AKZNI3,12312
S7AKZNM1,12313
S7AKZNM3,12314
S7AKZNN1,12315
S7AKZNN3,12316
S7AKZRI1,12317
S7AKZRN1,12318
S7AKZRN3,12319
S7AKZRU1,12320
S7AKZSN1,12321
S7AKZSN3,12322
S7APZNB3,12323
S7APZNM1,12324
S7APZNM3,12325
S7APZNN1,12326
S7AUCNN1,12327
S7AUENN1,12328
S7AUZNB1,12329
S7AUZNB3,12330
S7AUZNN1,12331
S7AUZNN3,12332
S7AUZON3,12333
S7AWWNN1,12334
S7AWZNM3,12335
S7AWZNN1,12336
S7AWZNN3,12337
S7AWZNT1,12338
S7AWZRU1,12339
S7AWZSN1,12340
S7AZKNM3,12341
S7AZVNB3,12342
S7AZVNN3,12343
S7AZZNB1,12344
S7AZZNB3,12345
S7AZZNI1,12346
S7AZZNI3,12347
S7AZZNM1,12348
S7AZZNM3,12349
S7AZZNN1,12350
S7AZZNN3,12351
S7AZZRI3,12352
S7AZZRU1,12353
S7AZZRU3,12354
S7BHZNN1,12355
S7BHZNN3,12356
S7BIZSN1,12357
S7BIZSN3,12358
S7BJZNN3,12359
S7BJZSN1,12360
S7BLEON3,12361
S7BLKNB1,12362
S7BLKNM1,12363
S7BLKNN1,12364
S7BLKON3,12365
S7BLKRU1,12366
S7BLZNB1,12367
S7BLZNB3,12368
S7BLZNM3,12369
S7BLZNN1,12370
S7BLZNN3,12371
S7BLZOB3,12372
S7BLZOM3,12373
S7BLZON1,12374
S7BLZON3,12375
S7BLZRG1,12376
S7BLZRU1,12377
S7BPUNN1,12378
S7BUKNB3,12379
S7BUKNM3,12380
S7BUKNN3,12381
S7BUKOB1,12382
S7BUKOB3,12383
S7BUZNB1,12384
S7BUZNB3,12385
S7BUZNM1,12386
S7BUZNM3,12387
S7BUZNN1,12388
S7BUZNN3,12389
S7BUZOB1,12390
S7BUZOB3,12391
S7BUZOM1,12392
S7BUZOM3,12393
S7BUZON1,12394
S7BUZON3,12395
S7BWKNN1,12396
S7BWUNN1,12397
S7BWZNN1,12398
S7BZZNB1,12399
S7BZZNB3,12400
S7BZZNM1,12401
S7BZZNM3,12402
S7BZZNN1,12403
S7BZZNN3,12404
S7DACAY,12405
S7FHZNB1,12406
S7FHZNM1,12407
S7FHZNN1,12408
S7FWZNN1,12409
S7FZZNB1,12410
S7FZZNM1,12411
S7FZZNN1,12412
S8AGZNI1,12413
S8AGZNN1,12414
S8AGZNN3,12415
S8AHZNI1,12416
S8AHZNI3,12417
S8AHZNN1,12418
S8AHZNN3,12419
S8AHZSN3,12420
S8AIZNI1,12421
S8AIZNN1,12422
S8AIZNN3,12423
S8AIZOI1,12424
S8AIZON1,12425
S8AIZSN3,12426
S8AJZNN3,12427
S8AKZNN1,12428
S8AKZNN3,12429
S8AWZNI1,12430
S8AWZNN1,12431
S8AZZNN1,12432
S8AZZNN3,12433
SAA0AABN,12434
SAA0AADN,12435
SAA0AFBN,12436
SAA0AFDN,12437
SAA0AFEN,12438
SAA0AFFN,12439
SAA0AHBN,12440
SAA0AHBS,12441
SAA0AHDN,12442
SAA0AHDS,12443
SAA0AHEN,12444
SAA0AHES,12445
SAA0AHFN,12446
SAA0AHIN,12447
SAA0AHIS,12448
SAA0AKBN,12449
SAA0AKBS,12450
SAA0AKDN,12451
SAA0AKDS,12452
SAA0AKEM,12453
SAA0AKEN,12454
SAA0AKES,12455
SAA0AKIS,12456
SAA0AQBN,12457
SAA0AQDN,12458
SAA0AQEN,12459
SAA0AQIN,12460
SAA0AWEN,12461
SAA0AXBS,12462
SAA0AXDS,12463
SAA0AXES,12464
SAA0JFBN,12465
SAA0JFDN,12466
SAA0JFEN,12467
SAA0JHBN,12468
SAA0JHBS,12469
SAA0JHDN,12470
SAA0JHDS,12471
SAA0JHEN,12472
SAA0JHES,12473
SAA0JHIS,12474
SAA0JKBN,12475
SAA0JKDN,12476
SAA0JKDS,12477
SAA0JKEN,12478
SAA0JKES,12479
SAA0JQBN,12480
SAA0JQEN,12481
SAA0JXBS,12482
SAA0JXDS,12483
SAA0OFBN,12484
SAA0OFDN,12485
SAA0OFEN,12486
SAA0OHBN,12487
SAA0OHDN,12488
SAA0OHEN,12489
SAA0OKBN,12490
SAA0OKDN,12491
SAA0OKEN,12492
SAA0OQBN,12493
SAA0OQDN,12494
SAA0OQEN,12495
SAA0PFBN,12496
SAA0PFDN,12497
SAA0PFEN,12498
SAA0PFIN,12499
SAA0PHBN,12500
SAA0PHDN,12501
SAA0PHEN,12502
SAA0PKDN,12503
SAA0PKEN,12504
SAA0PQBN,12505
SAA0PQDN,12506
SAA0PQEN,12507
SAA0PQIN,12508
SAA1AABN,12509
SAA1AFBN,12510
SAA1AFDN,12511
SAA1AFEN,12512
SAA1AKBN,12513
SAA1AKDN,12514
SAA1AKEN,12515
SAA1AKFN,12516
SAA1AQEN,12517
SAA1AWEN,12518
SAA1JFBN,12519
SAA1JFDN,12520
SAA1JFEN,12521
SAA1JKBN,12522
SAA1JKDN,12523
SAA1JKEN,12524
SAA1KKBN,12525
SAA1KKEN,12526
SAA1OFEN,12527
SAA1PFEN,12528
SAA1PKBN,12529
SAA1PKEN,12530
SAA1PQBN,12531
SAA1PQDN,12532
SAA1PQEN,12533
SAA2ACBN,12534
SAA2ACDN,12535
SAA2ACEN,12536
SAA2ADBN,12537
SAA2ADDN,12538
SAA2ADEN,12539
SAA2AFBN,12540
SAA2AFDN,12541
SAA2AFEN,12542
SAA2AFFN,12543
SAA2AFIN,12544
SAA2AHBN,12545
SAA2AHDN,12546
SAA2AHEN,12547
SAA2AHES,12548
SAA2AKBN,12549
SAA2AKBS,12550
SAA2AKDN,12551
SAA2AKDS,12552
SAA2AKEN,12553
SAA2AKES,12554
SAA2AKFN,12555
SAA2AKFS,12556
SAA2AKIN,12557
SAA2AKIS,12558
SAA2AQBN,12559
SAA2AQBS,12560
SAA2AQDN,12561
SAA2AQDS,12562
SAA2AQEN,12563
SAA2AQES,12564
SAA2AWBN,12565
SAA2AWDN,12566
SAA2AWEN,12567
SAA2AXBS,12568
SAA2AXDS,12569
SAA2AXES,12570
SAA2AZES,12571
SAA2JFBN,12572
SAA2JFDN,12573
SAA2JFEN,12574
SAA2JHBN,12575
SAA2JHBS,12576
SAA2JHDN,12577
SAA2JHDS,12578
SAA2JHEN,12579
SAA2JHES,12580
SAA2JHFN,12581
SAA2JKBN,12582
SAA2JKBS,12583
SAA2JKDN,12584
SAA2JKDS,12585
SAA2JKEN,12586
SAA2JKES,12587
SAA2JQBN,12588
SAA2JQBS,12589
SAA2JQDN,12590
SAA2JQDS,12591
SAA2JQEN,12592
SAA2JQES,12593
SAA2JXBS,12594
SAA2JXES,12595
SAA2KKBN,12596
SAA2KKBS,12597
SAA2KKDN,12598
SAA2KKEN,12599
SAA2KKFN,12600
SAA2OFBN,12601
SAA2OFDN,12602
SAA2OFEN,12603
SAA2OFFN,12604
SAA2OHBN,12605
SAA2OHDN,12606
SAA2OHEN,12607
SAA2OKDN,12608
SAA2OKEN,12609
SAA2OQBN,12610
SAA2OQDN,12611
SAA2OQEN,12612
SAA2OWEN,12613
SAA2PFBN,12614
SAA2PFDN,12615
SAA2PFEN,12616
SAA2PHBN,12617
SAA2PHDN,12618
SAA2PKBN,12619
SAA2PKDN,12620
SAA2PKEN,12621
SAA2PQBN,12622
SAA2PQDN,12623
SAA3AABN,12624
SAA3AADN,12625
SAA3AFBN,12626
SAA3AFDN,12627
SAA3AFEN,12628
SAA3AHBN,12629
SAA3AHBS,12630
SAA3AHDN,12631
SAA3AHDS,12632
SAA3AHEN,12633
SAA3AHES,12634
SAA3AHFN,12635
SAA3AHIN,12636
SAA3AHIS,12637
SAA3AKBN,12638
SAA3AKBS,12639
SAA3AKDN,12640
SAA3AKDS,12641
SAA3AKEN,12642
SAA3AKES,12643
SAA3AKIS,12644
SAA3AQBN,12645
SAA3AQEN,12646
SAA3AQIN,12647
SAA3AREN,12648
SAA3AWBN,12649
SAA3AXBS,12650
SAA3AXDS,12651
SAA3AXES,12652
SAA3JFBN,12653
SAA3JFDN,12654
SAA3JFEN,12655
SAA3JHBN,12656
SAA3JHBS,12657
SAA3JHDN,12658
SAA3JHDS,12659
SAA3JHEN,12660
SAA3JHES,12661
SAA3JKBN,12662
SAA3JKDN,12663
SAA3JKEN,12664
SAA3JQBN,12665
SAA3JQDN,12666
SAA3JQEN,12667
SAA3JXBS,12668
SAA3JXES,12669
SAA3KKEN,12670
SAA3OFBN,12671
SAA3OFDN,12672
SAA3OFEN,12673
SAA3OHBN,12674
SAA3OHDN,12675
SAA3OHEN,12676
SAA3OKBN,12677
SAA3OKDN,12678
SAA3OKEN,12679
SAA3OQEN,12680
SAA3PFBN,12681
SAA3PFDN,12682
SAA3PFEN,12683
SAA3PHBN,12684
SAA3PHDN,12685
SAA3PHEN,12686
SAA3PKBN,12687
SAA3PKDN,12688
SAA3PKEN,12689
SAA3PQBN,12690
SAA3PQDN,12691
SAA3PQEN,12692
SAA4ACBN,12693
SAA4ACBS,12694
SAA4ACDS,12695
SAA4ACEN,12696
SAA4AFBN,12697
SAA4AFDN,12698
SAA4AFEM,12699
SAA4AFEN,12700
SAA4AFFN,12701
SAA4AFIN,12702
SAA4AHBN,12703
SAA4AHDN,12704
SAA4AHEN,12705
SAA4AKBN,12706
SAA4AKBS,12707
SAA4AKDN,12708
SAA4AKDS,12709
SAA4AKEN,12710
SAA4AKES,12711
SAA4AKIN,12712
SAA4AKIS,12713
SAA4AQBN,12714
SAA4AQDN,12715
SAA4AQEN,12716
SAA4AQIN,12717
SAA4AWBN,12718
SAA4AWDN,12719
SAA4AWEN,12720
SAA4AWFN,12721
SAA4AXBS,12722
SAA4AXES,12723
SAA4AZES,12724
SAA4IKEN,12725
SAA4JFBN,12726
SAA4JFDN,12727
